SolverName,InstanceName,TerminationStatus,PrimalStatus,ObjBound,ObjValue,SolveTime,SolveTimeRaw,CompletedSolveTime,Error,RelativeGap,AbsoluteGap,SolvedInTime
BARON,Expr_05_sigmoid_5_4_4,LOCALLY_SOLVED,FEASIBLE_POINT,1.81777649946,1.8179582771093021,2.34,2.609999895095825,200.0,false,9.999999964574888e-5,0.00018177764930205065,true
BARON,Expr_05_sigmoid_6_1_3,LOCALLY_SOLVED,FEASIBLE_POINT,0.567495438803,0.5675954388032943,0.28,0.560999870300293,200.0,false,0.00017621287054788654,0.00010000000029430911,true
BARON,Expr_05_sigmoid_6_3_3,LOCALLY_SOLVED,FEASIBLE_POINT,2.18789918139,2.1881179713055143,23.89,24.16000008583069,200.0,false,9.999999880029275e-5,0.0002187899155141615,true
BARON,Expr_05_silu_3_3_5,LOCALLY_SOLVED,FEASIBLE_POINT,-0.660060384804,-0.6599603848044804,86.39,86.68099999427795,200.0,false,0.0001515242457306304,9.999999951959548e-5,true
BARON,Expr_05_silu_5_4_4,TIME_LIMIT,UNKNOWN_RESULT_STATUS,-13.4651602625,-0.5958644930366255,101.89,102.59099984169006,200.0,false,21.597688601781392,12.869295769463374,false
BARON,Expr_05_silu_6_1_3,LOCALLY_SOLVED,FEASIBLE_POINT,-0.821745256953,-0.8216452569528456,1.14,1.4230000972747803,200.0,false,0.00012170702539594898,0.00010000000015442101,true
BARON,Expr_05_silu_6_3_3,TIME_LIMIT,UNKNOWN_RESULT_STATUS,-5.35663484681,0.6727702806839724,103.19,103.4390001296997,200.0,false,8.962056292623647,6.0294051274939715,false
BARON,Expr_05_softplus_3_3_5,LOCALLY_SOLVED,FEASIBLE_POINT,3.43614218483,3.436485799047122,0.38,0.6429998874664307,200.0,false,9.999999960392636e-5,0.00034361421712203466,true
BARON,Expr_05_softplus_5_4_4,LOCALLY_SOLVED,FEASIBLE_POINT,2.80361996838,2.8039003303787045,1.82,2.0840001106262207,200.0,false,0.00010000000066571209,0.0002803619987044037,true
BARON,Expr_05_softplus_6_1_3,LOCALLY_SOLVED,FEASIBLE_POINT,0.661546412593,0.6616464125931404,0.22,0.45200014114379883,200.0,false,0.0001511609741007767,0.0001000000001404322,true
