,neuron_type,n,loss,val_loss
0,tanh,2,0.010158348828554153,0.010553915053606033
1,gelu,2,0.03878907486796379,0.039099421352148056
2,silu,2,0.010868076235055923,0.011294198222458363
3,tanh,2,0.01006119791418314,0.010363155975937843
4,gelu,2,0.009865176863968372,0.01015511155128479
5,silu,2,0.011230568401515484,0.011526198126375675
6,tanh,2,0.010211673565208912,0.010664792731404305
7,gelu,2,0.03886265307664871,0.039169248193502426
8,silu,2,0.010515257716178894,0.010812386870384216
9,tanh,2,0.038669127970933914,0.03888636827468872
10,gelu,2,0.039146289229393005,0.03938348591327667
11,silu,2,0.03883380442857742,0.039159804582595825
12,tanh,2,0.03880927711725235,0.03902644291520119
13,gelu,2,0.03891649842262268,0.039454493671655655
14,silu,2,0.010100453160703182,0.010295124724507332
15,tanh,2,0.010657000355422497,0.011016004718840122
16,gelu,2,0.03884868696331978,0.03919428214430809
17,silu,2,0.03881705924868584,0.03915311023592949
18,tanh,2,0.01062327716499567,0.01118862722069025
19,gelu,2,0.010364586487412453,0.010759820230305195
20,silu,2,0.010303674265742302,0.010835889726877213
21,tanh,2,0.010009797289967537,0.010449432767927647
22,gelu,2,0.03883497789502144,0.03917119279503822
23,silu,2,0.03870629891753197,0.03899562358856201
24,tanh,2,0.010211734101176262,0.010824131779372692
25,gelu,2,0.010679912753403187,0.010986225679516792
26,silu,2,0.0388624407351017,0.03921746835112572
27,tanh,2,0.010392952710390091,0.0107027692720294
28,gelu,2,0.010088206268846989,0.010406557470560074
29,silu,2,0.003215490374714136,0.003274694085121155
30,tanh,2,0.03879477456212044,0.03909129276871681
31,gelu,2,0.009980726055800915,0.010228250175714493
32,silu,2,0.009884451515972614,0.010181279852986336
33,tanh,2,0.00807538814842701,0.008101345039904118
34,gelu,2,0.011112893000245094,0.011286891996860504
35,silu,2,0.010269340127706528,0.010621621273458004
36,tanh,2,0.010836631059646606,0.011230341158807278
37,gelu,2,0.010563439689576626,0.010956279002130032
38,silu,2,0.03880813717842102,0.03913265839219093
39,tanh,2,0.0108950175344944,0.01130299549549818
