neuron_type,n,loss,val_loss,Depth,NL Terms
silu,8,0.001781575,0.002069787,4,32
tanh,9,0.002725545,0.003133018,4,36
gelu,9,0.000937137,0.001090461,4,36
silu,9,0.001818841,0.001996232,4,36
tanh,9,0.002842132,0.00320039,4,36
gelu,9,0.001237947,0.001305668,4,36
silu,9,0.00137967,0.001569547,4,36
tanh,9,0.001927266,0.002186501,4,36
gelu,9,0.001352591,0.001441608,4,36
silu,9,0.001461347,0.001586043,4,36
tanh,9,0.001936066,0.002117501,4,36
gelu,9,0.00138228,0.001531141,4,36
silu,9,0.002341237,0.00262157,4,36
tanh,9,0.001792166,0.001924046,4,36
gelu,9,0.001422031,0.001570628,4,36
silu,9,0.002357198,0.002378492,4,36
tanh,9,0.003064482,0.003359718,4,36
gelu,9,0.002359168,0.002577006,4,36
silu,9,0.002748491,0.003003156,4,36
tanh,9,0.002824215,0.0030751,4,36
gelu,9,0.002094718,0.002196511,4,36
silu,9,0.002669518,0.002851705,4,36
tanh,9,0.002338862,0.002513123,4,36
gelu,9,0.002428669,0.00254461,4,36
silu,9,0.003526143,0.003520072,4,36
tanh,9,0.002701108,0.003047408,4,36
gelu,9,0.002219129,0.002330577,4,36
silu,9,0.001878429,0.00194459,4,36
tanh,9,0.001876869,0.00199527,4,36
gelu,9,0.009708801,0.009906881,4,36
silu,9,0.002799757,0.003008784,4,36
tanh,9,0.002141061,0.002486987,4,36
gelu,9,0.001159754,0.001260566,4,36
silu,9,0.002339054,0.002627,4,36
tanh,9,0.002942647,0.003386005,4,36
gelu,9,0.001552951,0.001782342,4,36
silu,9,0.00157315,0.001840359,4,36
tanh,9,0.002646787,0.002892278,4,36
gelu,9,0.001875062,0.002263841,4,36
silu,9,0.001680831,0.0016801,4,36
tanh,9,0.002475279,0.002642459,4,36
gelu,9,0.001854029,0.002075504,4,36
silu,9,0.001261166,0.001393786,4,36
tanh,9,0.001970203,0.002011654,4,36
gelu,9,0.001133741,0.001073317,4,36
silu,9,0.003353685,0.003745652,4,36
tanh,9,0.002267173,0.002513417,4,36
gelu,9,0.0011385,0.00129348,4,36
silu,9,0.001772459,0.002043046,4,36
tanh,9,0.001369447,0.001617903,4,36
gelu,9,0.001083113,0.001254567,4,36
silu,9,0.001658879,0.002153797,4,36
tanh,9,0.002374986,0.002590464,4,36
gelu,9,0.00206968,0.002240727,4,36
silu,9,0.002164948,0.002429592,4,36
tanh,9,0.003006089,0.003495661,4,36
gelu,9,0.001775601,0.001858002,4,36
silu,9,0.002083791,0.002252547,4,36
tanh,9,0.002037283,0.002437423,4,36
gelu,9,0.002533964,0.002688712,4,36
silu,9,0.002273338,0.002432297,4,36
tanh,9,0.00190911,0.002124494,4,36
gelu,9,0.001104587,0.001171431,4,36
silu,9,0.002853897,0.002857554,4,36
tanh,9,0.002172781,0.002389675,4,36
gelu,9,0.002120672,0.002189541,4,36
silu,9,0.001736444,0.001935288,4,36
tanh,9,0.002351327,0.002609378,4,36
gelu,9,0.002198301,0.002315886,4,36
silu,9,0.002346218,0.002417491,4,36
tanh,9,0.002419279,0.002621907,4,36
gelu,9,0.001650309,0.001771674,4,36
silu,9,0.009858717,0.010189817,4,36
tanh,9,0.00249763,0.002549407,4,36
gelu,9,0.001540719,0.001643662,4,36
silu,9,0.001465376,0.00154205,4,36
tanh,9,0.002544817,0.002673595,4,36
gelu,9,0.001701416,0.00190693,4,36
silu,9,0.002281353,0.002456559,4,36
tanh,9,0.003071223,0.00333538,4,36
gelu,9,0.001641877,0.001865045,4,36
silu,9,0.002017607,0.00224761,4,36
tanh,9,0.002691156,0.002927121,4,36
gelu,9,0.001315901,0.001439479,4,36
silu,9,0.001272264,0.001407704,4,36
tanh,9,0.002029217,0.002235753,4,36
gelu,9,0.002347356,0.002422968,4,36
silu,9,0.002178551,0.002234701,4,36
tanh,9,0.002135435,0.002360969,4,36
gelu,9,0.001443222,0.001569731,4,36
silu,9,0.001009685,0.000991833,4,36
tanh,9,0.00247107,0.002664025,4,36
gelu,9,0.001988206,0.002154775,4,36
silu,9,0.001603458,0.001649609,4,36
tanh,9,0.00288498,0.003325942,4,36
gelu,9,0.002169063,0.002571401,4,36
silu,9,0.002171251,0.002261319,4,36
tanh,9,0.002285008,0.002477068,4,36
gelu,9,0.002735527,0.002847539,4,36
silu,9,0.001970365,0.002160722,4,36
tanh,9,0.001823766,0.001953089,4,36
gelu,9,0.001258379,0.001520467,4,36
silu,9,0.001826458,0.001980363,4,36
tanh,9,0.002456712,0.002563225,4,36
gelu,9,0.002031523,0.002224055,4,36
silu,9,0.001799376,0.002046885,4,36
tanh,9,0.002663775,0.00272072,4,36
gelu,9,0.001915102,0.002136912,4,36
silu,9,0.001608681,0.001647835,4,36
tanh,9,0.002254535,0.002687787,4,36
gelu,9,0.001840719,0.002104367,4,36
silu,9,0.003356835,0.003790348,4,36
tanh,9,0.002120579,0.002359635,4,36
gelu,9,0.00305329,0.003099924,4,36
silu,9,0.001078218,0.001184364,4,36
tanh,9,0.001884463,0.002015519,4,36
gelu,9,0.00126686,0.001386434,4,36
silu,9,0.001258134,0.001313297,4,36
tanh,9,0.002358264,0.002497019,4,36
gelu,9,0.001474748,0.001673078,4,36
silu,9,0.00286607,0.003092478,4,36
tanh,10,0.001655416,0.001897403,4,40
gelu,10,0.002465398,0.002957137,4,40
silu,10,0.00110777,0.001210869,4,40
tanh,10,0.002194748,0.002333519,4,40
gelu,10,0.001745459,0.001926336,4,40
silu,10,0.00116489,0.001242916,4,40
tanh,10,0.00191962,0.00208517,4,40
gelu,10,0.002090754,0.002460595,4,40
silu,10,0.001361308,0.001514255,4,40
tanh,10,0.001834799,0.001906438,4,40
gelu,10,0.001339427,0.001581958,4,40
silu,10,0.00162818,0.001625743,4,40
tanh,10,0.002356591,0.002701486,4,40
gelu,10,0.001653931,0.00173261,4,40
silu,10,0.001264189,0.001354753,4,40
tanh,10,0.002635376,0.002806462,4,40
gelu,10,0.001367153,0.001518797,4,40
silu,10,0.001712492,0.001806624,4,40
tanh,10,0.002905364,0.003224467,4,40
gelu,10,0.001187391,0.001336682,4,40
silu,10,0.001970481,0.002359681,4,40
tanh,10,0.001682354,0.001797914,4,40
gelu,10,0.001127605,0.001107473,4,40
silu,10,0.002347055,0.002415143,4,40
tanh,10,0.003090918,0.003449923,4,40
gelu,10,0.003109849,0.003439219,4,40
silu,10,0.001314413,0.001446637,4,40
tanh,10,0.002723334,0.003286205,4,40
gelu,10,0.001534513,0.001594358,4,40
silu,10,0.004118207,0.004594401,4,40
tanh,10,0.002264825,0.002610263,4,40
gelu,10,0.001663914,0.001841657,4,40
silu,10,0.001184994,0.001307904,4,40
tanh,10,0.002526787,0.002630694,4,40
gelu,10,0.001414576,0.001544572,4,40
silu,10,0.001213518,0.001328463,4,40
tanh,10,0.002102128,0.002198708,4,40
gelu,10,0.001752834,0.001965638,4,40
silu,10,0.010581007,0.011286048,4,40
tanh,10,0.001636735,0.001812523,4,40
gelu,10,0.001589332,0.001769956,4,40
silu,10,0.002767447,0.002855532,4,40
tanh,10,0.002967221,0.003411571,4,40
gelu,10,0.001721713,0.001894444,4,40
silu,10,0.001337522,0.001298108,4,40
tanh,10,0.001660507,0.001847706,4,40
gelu,10,0.002001301,0.002124488,4,40
silu,10,0.001880886,0.001998638,4,40
tanh,10,0.003397896,0.003669888,4,40
gelu,10,0.001313422,0.001394933,4,40
silu,10,0.002065798,0.002124723,4,40
tanh,10,0.002521505,0.002855882,4,40
gelu,10,0.00210049,0.002173642,4,40
silu,10,0.003544385,0.003894214,4,40
tanh,10,0.002493364,0.002737275,4,40
gelu,10,0.002503121,0.00286831,4,40
silu,10,0.001681958,0.001765377,4,40
tanh,10,0.002763082,0.003004144,4,40
gelu,10,0.00219115,0.002302453,4,40
silu,10,0.002054168,0.002392265,4,40
tanh,10,0.002358319,0.002425132,4,40
gelu,10,0.001413344,0.001504931,4,40
silu,10,0.002550049,0.002782417,4,40
tanh,10,0.001898962,0.002217278,4,40
gelu,10,0.001178822,0.001358599,4,40
silu,10,0.00149342,0.001596948,4,40
tanh,10,0.001899805,0.002104095,4,40
gelu,10,0.001379814,0.001426386,4,40
silu,10,0.001655873,0.0017774,4,40
tanh,10,0.002063107,0.002205595,4,40
gelu,10,0.001746127,0.0019405,4,40
silu,10,0.00251436,0.002572759,4,40
tanh,10,0.002651274,0.003005631,4,40
gelu,10,0.00115072,0.001294856,4,40
silu,10,0.00201442,0.002324349,4,40
tanh,10,0.001929214,0.002372153,4,40
gelu,10,0.001482439,0.00160091,4,40
silu,10,0.00255233,0.00305561,4,40
tanh,10,0.002025666,0.002432025,4,40
gelu,10,0.001000775,0.001038674,4,40
silu,10,0.001085284,0.001097425,4,40
tanh,10,0.002580262,0.002645876,4,40
gelu,10,0.001319201,0.001640384,4,40
silu,10,0.001341381,0.001451793,4,40
tanh,10,0.001671498,0.001750873,4,40
gelu,10,0.001786682,0.002045082,4,40
silu,10,0.001246501,0.001381282,4,40
tanh,10,0.001505967,0.001611591,4,40
gelu,10,0.001561464,0.001779971,4,40
silu,10,0.002384975,0.002546423,4,40
tanh,10,0.002185502,0.002584202,4,40
gelu,10,0.01133492,0.011911217,4,40
silu,10,0.001561862,0.001680778,4,40
tanh,10,0.00133893,0.001516527,4,40
gelu,10,0.002223981,0.002267185,4,40
silu,10,0.002365158,0.002777108,4,40
tanh,10,0.002428541,0.002549827,4,40
gelu,10,0.001435485,0.001515746,4,40
silu,10,0.001508072,0.001658621,4,40
tanh,10,0.001859803,0.001995342,4,40
gelu,10,0.001428712,0.001655415,4,40
silu,10,0.00332636,0.003720159,4,40
tanh,10,0.002373442,0.002631838,4,40
gelu,10,0.001875594,0.001927071,4,40
silu,10,0.001504927,0.00167685,4,40
tanh,10,0.001619673,0.001997897,4,40
gelu,10,0.001400138,0.001634156,4,40
silu,10,0.002321612,0.002488285,4,40
tanh,10,0.001969363,0.002177324,4,40
gelu,10,0.001614884,0.001954291,4,40
silu,10,0.002218286,0.002416895,4,40
tanh,10,0.002146022,0.002429407,4,40
gelu,10,0.001609782,0.001805049,4,40
silu,10,0.001686092,0.001914253,4,40
tanh,10,0.002853386,0.003019774,4,40
gelu,10,0.00126478,0.001354023,4,40
silu,10,0.004713968,0.004936321,4,40
tanh,10,0.001361293,0.001508869,4,40
gelu,10,0.001385792,0.001503273,4,40
silu,10,0.001752713,0.001792155,4,40
tanh,11,0.001832728,0.002048099,4,44
gelu,11,0.002109301,0.002154736,4,44
silu,11,0.001496534,0.001725014,4,44
tanh,11,0.001893892,0.002149399,4,44
gelu,11,0.002261229,0.00242424,4,44
silu,11,0.001632303,0.001815594,4,44
tanh,11,0.002123862,0.002556828,4,44
gelu,11,0.002047076,0.002293964,4,44
silu,11,0.001409389,0.001604913,4,44
tanh,11,0.002428746,0.002633659,4,44
gelu,11,0.001759376,0.002153897,4,44
silu,11,0.002211779,0.002385168,4,44
tanh,11,0.002952991,0.003227568,4,44
gelu,11,0.001806685,0.001963734,4,44
silu,11,0.001478366,0.001532386,4,44
tanh,11,0.002277622,0.00259297,4,44
gelu,11,0.001424721,0.001647397,4,44
silu,11,0.002515633,0.002744038,4,44
tanh,11,0.003111097,0.003596445,4,44
gelu,11,0.001101355,0.00120088,4,44
silu,11,0.001709836,0.001813283,4,44
tanh,11,0.002164945,0.00241071,4,44
gelu,11,0.001054631,0.00122016,4,44
silu,11,0.001485736,0.001652018,4,44
tanh,11,0.00282686,0.003072115,4,44
gelu,11,0.001384432,0.001641413,4,44
silu,11,0.001358463,0.001476582,4,44
tanh,11,0.002000527,0.002265519,4,44
gelu,11,0.00162596,0.001906134,4,44
silu,11,0.001538731,0.001607634,4,44
tanh,11,0.00176318,0.00185968,4,44
gelu,11,0.001883077,0.002144861,4,44
silu,11,0.00188873,0.001998544,4,44
tanh,11,0.002685184,0.002958202,4,44
gelu,11,0.001481902,0.001635038,4,44
silu,11,0.010284719,0.010827974,4,44
tanh,11,0.002062913,0.002438833,4,44
gelu,11,0.001575094,0.001699886,4,44
silu,11,0.002060209,0.002477733,4,44
tanh,11,0.002187813,0.0025432,4,44
gelu,11,0.001195954,0.001319507,4,44
silu,11,0.002767675,0.003066376,4,44
tanh,11,0.002789446,0.002958681,4,44
gelu,11,0.001210626,0.001376281,4,44
silu,11,0.001717528,0.00184935,4,44
tanh,11,0.00159497,0.001753789,4,44
gelu,11,0.001101411,0.001226192,4,44
silu,11,0.001147317,0.001273977,4,44
tanh,11,0.003140622,0.003456192,4,44
gelu,11,0.001405373,0.001663391,4,44
silu,11,0.001925205,0.00226724,4,44
tanh,11,0.002573987,0.002799306,4,44
gelu,11,0.001587047,0.001884513,4,44
silu,11,0.001638408,0.001880639,4,44
tanh,11,0.002286286,0.002594749,4,44
gelu,11,0.002065306,0.002284801,4,44
silu,11,0.001182875,0.001231423,4,44
tanh,11,0.002512242,0.002634389,4,44
gelu,11,0.001081283,0.001180955,4,44
silu,11,0.001620366,0.001749078,4,44
tanh,11,0.003232585,0.003647312,4,44
gelu,11,0.001993569,0.002177123,4,44
silu,11,0.001400565,0.001483001,4,44
tanh,11,0.002607986,0.002815741,4,44
gelu,11,0.001362934,0.001505097,4,44
silu,11,0.001324102,0.001485159,4,44
tanh,11,0.00203465,0.002211086,4,44
gelu,11,0.00082049,0.000956234,4,44
silu,11,0.001410431,0.001512162,4,44
tanh,11,0.002981537,0.003168524,4,44
gelu,11,0.00155873,0.001803205,4,44
silu,11,0.001526774,0.001662481,4,44
tanh,11,0.001381584,0.001453255,4,44
gelu,11,0.001257316,0.00145961,4,44
silu,11,0.001102159,0.001337514,4,44
tanh,11,0.003015361,0.003514925,4,44
gelu,11,0.002331075,0.002315232,4,44
silu,11,0.002057038,0.002256546,4,44
tanh,11,0.002564282,0.002877651,4,44
gelu,11,0.001554643,0.001633253,4,44
silu,11,0.002458603,0.002558958,4,44
tanh,11,0.002111783,0.002125914,4,44
gelu,11,0.001247182,0.001389794,4,44
silu,11,0.001501209,0.001647629,4,44
tanh,11,0.002003091,0.002177318,4,44
gelu,11,0.002730266,0.002950512,4,44
silu,11,0.001539578,0.001631994,4,44
tanh,11,0.003523586,0.003946468,4,44
gelu,11,0.001665914,0.001778215,4,44
silu,11,0.001512648,0.001706224,4,44
tanh,11,0.002539545,0.002804168,4,44
gelu,11,0.000929254,0.000938766,4,44
silu,11,0.001946371,0.002153201,4,44
tanh,11,0.001427491,0.001698677,4,44
gelu,11,0.002203361,0.00233074,4,44
silu,11,0.002426638,0.002654322,4,44
tanh,11,0.002550954,0.002841142,4,44
gelu,11,0.001552325,0.001793403,4,44
silu,11,0.001320021,0.001426701,4,44
tanh,11,0.002271165,0.002474478,4,44
gelu,11,0.001533457,0.001851198,4,44
silu,11,0.001912656,0.002070426,4,44
tanh,11,0.002660204,0.003187811,4,44
gelu,11,0.001131928,0.001363542,4,44
silu,11,0.001930725,0.002269553,4,44
tanh,11,0.00297464,0.003145161,4,44
gelu,11,0.000967441,0.00111374,4,44
silu,11,0.001192323,0.001278165,4,44
tanh,11,0.001491835,0.001658608,4,44
gelu,11,0.001157391,0.001246179,4,44
silu,11,0.001392879,0.001500877,4,44
tanh,11,0.002958429,0.00322161,4,44
gelu,11,0.001036035,0.001122431,4,44
silu,11,0.001116915,0.001229132,4,44
tanh,11,0.002027511,0.002252206,4,44
gelu,11,0.001546933,0.001684406,4,44
silu,11,0.001694156,0.001777748,4,44
tanh,11,0.001615488,0.001724449,4,44
gelu,11,0.001474902,0.001601992,4,44
silu,11,0.001421354,0.001505128,4,44
tanh,12,0.002095531,0.002291831,4,48
gelu,12,0.000974548,0.001139355,4,48
silu,12,0.001442261,0.001747962,4,48
tanh,12,0.002289826,0.0023944,4,48
gelu,12,0.011110629,0.011332187,4,48
silu,12,0.002376113,0.002901578,4,48
tanh,12,0.00349692,0.003691626,4,48
gelu,12,0.001471685,0.001634294,4,48
silu,12,0.001470566,0.001702744,4,48
tanh,12,0.002752445,0.002762955,4,48
gelu,12,0.002465734,0.002748213,4,48
silu,12,0.003517184,0.003719603,4,48
tanh,12,0.001766877,0.002074821,4,48
gelu,12,0.001260965,0.001360172,4,48
silu,12,0.000899564,0.00100849,4,48
tanh,12,0.001683979,0.001835147,4,48
gelu,12,0.001446577,0.001595702,4,48
silu,12,0.001930332,0.002059285,4,48
tanh,12,0.002065843,0.00224807,4,48
gelu,12,0.001290794,0.00142391,4,48
silu,12,0.00137609,0.00159743,4,48
tanh,12,0.002863803,0.00316996,4,48
gelu,12,0.001351761,0.001459361,4,48
silu,12,0.001668806,0.001816266,4,48
tanh,12,0.001872185,0.002094231,4,48
gelu,12,0.001547679,0.001777468,4,48
silu,12,0.001512163,0.001595968,4,48
tanh,12,0.002646017,0.003277747,4,48
gelu,12,0.001932168,0.002032661,4,48
silu,12,0.001158942,0.001262911,4,48
tanh,12,0.001385732,0.001478857,4,48
gelu,12,0.001009305,0.001226013,4,48
silu,12,0.003283298,0.00355541,4,48
tanh,12,0.002325116,0.002629923,4,48
gelu,12,0.001198553,0.001404776,4,48
silu,12,0.00177435,0.001982863,4,48
tanh,12,0.002619666,0.002982415,4,48
gelu,12,0.001624801,0.001764614,4,48
silu,12,0.001707305,0.001944514,4,48
tanh,12,0.001669512,0.00190158,4,48
gelu,12,0.001446796,0.00169461,4,48
silu,12,0.001290544,0.001297155,4,48
tanh,12,0.001891256,0.002118482,4,48
gelu,12,0.001370762,0.001513998,4,48
silu,12,0.00180362,0.002049094,4,48
tanh,12,0.001550474,0.001836974,4,48
gelu,12,0.001058129,0.001232644,4,48
silu,12,0.001900181,0.002050788,4,48
tanh,12,0.002989253,0.003181589,4,48
gelu,12,0.001469146,0.00163561,4,48
silu,12,0.00113679,0.001335781,4,48
tanh,12,0.003053605,0.003351422,4,48
gelu,12,0.0011137,0.001167688,4,48
silu,12,0.002725192,0.003219527,4,48
tanh,12,0.002026417,0.002199421,4,48
gelu,12,0.001366736,0.001531356,4,48
silu,12,0.001482999,0.001659265,4,48
tanh,12,0.002266659,0.002654463,4,48
gelu,12,0.002049567,0.002287515,4,48
silu,12,0.001176327,0.001281065,4,48
tanh,12,0.002063033,0.002174336,4,48
gelu,12,0.00072791,0.000837742,4,48
silu,12,0.00190252,0.002134014,4,48
tanh,12,0.00260246,0.002648543,4,48
gelu,12,0.001304244,0.001480332,4,48
silu,12,0.001372902,0.001474198,4,48
tanh,12,0.001474952,0.001710842,4,48
gelu,12,0.002112488,0.002266006,4,48
silu,12,0.001319333,0.001484026,4,48
tanh,12,0.003350914,0.003620735,4,48
gelu,12,0.001331814,0.00140418,4,48
silu,12,0.001020496,0.001162143,4,48
tanh,12,0.003910349,0.004287418,4,48
gelu,12,0.001681679,0.001859354,4,48
silu,12,0.002140248,0.002211845,4,48
tanh,12,0.002349479,0.002601357,4,48
gelu,12,0.001740922,0.001965608,4,48
silu,12,0.001310013,0.001493196,4,48
tanh,12,0.002334544,0.002506655,4,48
gelu,12,0.001447657,0.001761887,4,48
silu,12,0.001321387,0.001373112,4,48
tanh,12,0.002423516,0.002681202,4,48
gelu,12,0.001798744,0.001938472,4,48
silu,12,0.001697157,0.001994869,4,48
tanh,12,0.002342064,0.00264476,4,48
gelu,12,0.001100926,0.001325885,4,48
silu,12,0.002469159,0.002629405,4,48
tanh,12,0.002451085,0.002468917,4,48
gelu,12,0.001628629,0.001629659,4,48
silu,12,0.001616634,0.001765933,4,48
tanh,12,0.003087176,0.003333122,4,48
gelu,12,0.001352006,0.00148001,4,48
silu,12,0.001217781,0.001318721,4,48
tanh,12,0.002979669,0.003298133,4,48
gelu,12,0.001674924,0.001848146,4,48
silu,12,0.001493673,0.001722094,4,48
tanh,12,0.001617132,0.001727661,4,48
gelu,12,0.001297624,0.001387385,4,48
silu,12,0.002355011,0.002655954,4,48
tanh,12,0.001971764,0.002251839,4,48
gelu,12,0.001380662,0.00145946,4,48
silu,12,0.001609451,0.001842909,4,48
tanh,12,0.002538903,0.002626658,4,48
gelu,12,0.000966967,0.001235823,4,48
silu,12,0.001739177,0.00191938,4,48
tanh,12,0.002098777,0.002292433,4,48
gelu,12,0.00129296,0.001579339,4,48
silu,12,0.001485471,0.001505327,4,48
tanh,12,0.002414552,0.00262571,4,48
gelu,12,0.002575701,0.003195996,4,48
silu,12,0.001944328,0.002084048,4,48
tanh,12,0.002994712,0.003214073,4,48
gelu,12,0.001406134,0.001424202,4,48
silu,12,0.001281617,0.001452134,4,48
tanh,12,0.002049125,0.002161637,4,48
gelu,12,0.001473926,0.001746646,4,48
silu,12,0.001516275,0.001639142,4,48
tanh,12,0.001795503,0.001962605,4,48
gelu,12,0.002033917,0.002110875,4,48
silu,12,0.00112642,0.001238402,4,48
tanh,13,0.00124241,0.001327868,4,52
gelu,13,0.001220374,0.001229003,4,52
silu,13,0.00188355,0.002065717,4,52
tanh,13,0.001524163,0.001585597,4,52
gelu,13,0.001185727,0.001283609,4,52
silu,13,0.002047266,0.00216887,4,52
tanh,13,0.001557877,0.001705408,4,52
gelu,13,0.001488728,0.001619574,4,52
silu,13,0.002062193,0.002396119,4,52
tanh,13,0.001227118,0.00135853,4,52
gelu,13,0.001870107,0.002060544,4,52
silu,13,0.002618776,0.002877902,4,52
tanh,13,0.002385555,0.002606426,4,52
gelu,13,0.001268449,0.001475206,4,52
silu,13,0.002611401,0.002923501,4,52
tanh,13,0.001784837,0.001967428,4,52
gelu,13,0.001339406,0.001465288,4,52
silu,13,0.001182482,0.00121952,4,52
tanh,13,0.002874936,0.003098604,4,52
gelu,13,0.001366789,0.001432097,4,52
silu,13,0.001502306,0.001747159,4,52
tanh,13,0.00198964,0.002291209,4,52
gelu,13,0.001188795,0.001376208,4,52
silu,13,0.002711413,0.003052673,4,52
tanh,13,0.002177911,0.002497805,4,52
gelu,13,0.0013143,0.001396594,4,52
silu,13,0.001834554,0.002024689,4,52
tanh,13,0.003024546,0.003390733,4,52
gelu,13,0.001178778,0.001300131,4,52
silu,13,0.00156062,0.001587367,4,52
tanh,13,0.002788835,0.003150926,4,52
gelu,13,0.001442267,0.001645454,4,52
silu,13,0.00164724,0.001747139,4,52
tanh,13,0.002066386,0.002195206,4,52
gelu,13,0.001190847,0.001290265,4,52
silu,13,0.001068253,0.001182929,4,52
tanh,13,0.002941372,0.00330001,4,52
gelu,13,0.001271348,0.001349375,4,52
silu,13,0.001807007,0.001966687,4,52
tanh,13,0.002048585,0.002316879,4,52
gelu,13,0.001226078,0.001376761,4,52
silu,13,0.001506085,0.001570924,4,52
tanh,13,0.001998553,0.00211318,4,52
gelu,13,0.002044255,0.002267221,4,52
silu,13,0.002002585,0.002176775,4,52
tanh,13,0.002672643,0.003074163,4,52
gelu,13,0.001309577,0.001405189,4,52
silu,13,0.002500901,0.002950438,4,52
tanh,13,0.001936183,0.002147786,4,52
gelu,13,0.001911704,0.002156679,4,52
silu,13,0.001301702,0.001410659,4,52
tanh,13,0.002424408,0.002747905,4,52
gelu,13,0.001387952,0.001586983,4,52
silu,13,0.00177466,0.001860703,4,52
tanh,13,0.003160814,0.003402073,4,52
gelu,13,0.001858183,0.002291256,4,52
silu,13,0.001367484,0.001541817,4,52
tanh,13,0.001212094,0.00128314,4,52
gelu,13,0.0009825,0.001153792,4,52
silu,13,0.001194399,0.001343544,4,52
tanh,13,0.00289783,0.003225941,4,52
gelu,13,0.001519974,0.001563577,4,52
silu,13,0.002199139,0.002342538,4,52
tanh,13,0.002166684,0.002394408,4,52
gelu,13,0.001485293,0.00178049,4,52
silu,13,0.001149714,0.001310985,4,52
tanh,13,0.001205809,0.001351191,4,52
gelu,13,0.001201624,0.001363768,4,52
silu,13,0.002365178,0.00279511,4,52
tanh,13,0.002204597,0.00240708,4,52
gelu,13,0.00122758,0.001371518,4,52
silu,13,0.001121271,0.001337632,4,52
tanh,13,0.001297207,0.001555507,4,52
gelu,13,0.001453198,0.001614603,4,52
silu,13,0.001102556,0.001282546,4,52
tanh,13,0.001576361,0.001648257,4,52
gelu,13,0.001017027,0.001115122,4,52
silu,13,0.001312206,0.001413724,4,52
tanh,13,0.00114766,0.001299559,4,52
gelu,13,0.001233802,0.001222905,4,52
silu,13,0.001736737,0.001764466,4,52
tanh,13,0.002767347,0.002853727,4,52
gelu,13,0.001121167,0.001188176,4,52
silu,13,0.001663019,0.001701787,4,52
tanh,13,0.002842038,0.003037771,4,52
gelu,13,0.001061048,0.001163447,4,52
silu,13,0.001473935,0.001427906,4,52
tanh,13,0.002114875,0.002491452,4,52
gelu,13,0.001100914,0.001224161,4,52
silu,13,0.000866372,0.00102784,4,52
tanh,13,0.002303937,0.002714441,4,52
gelu,13,0.001710603,0.001790304,4,52
silu,13,0.001701658,0.001911579,4,52
tanh,13,0.002178153,0.002348165,4,52
gelu,13,0.003537587,0.003714408,4,52
silu,13,0.001180683,0.001282193,4,52
tanh,13,0.002440395,0.002700611,4,52
gelu,13,0.001653588,0.001860415,4,52
silu,13,0.003737304,0.003822321,4,52
tanh,13,0.002404051,0.002500405,4,52
gelu,13,0.001100731,0.001282556,4,52
silu,13,0.002380386,0.002582943,4,52
tanh,13,0.00287465,0.003218893,4,52
gelu,13,0.002448963,0.002884104,4,52
silu,13,0.001371567,0.001512162,4,52
tanh,13,0.003055868,0.003380906,4,52
gelu,13,0.001865026,0.001884739,4,52
silu,13,0.002802941,0.003094466,4,52
tanh,13,0.002469916,0.00277744,4,52
gelu,13,0.001395644,0.001557821,4,52
silu,13,0.001791701,0.001979465,4,52
tanh,13,0.001676206,0.001721405,4,52
gelu,13,0.001856671,0.001972468,4,52
silu,13,0.003324211,0.003527874,4,52
tanh,13,0.002584189,0.00282873,4,52
gelu,13,0.001537423,0.001597638,4,52
silu,13,0.001359263,0.00157157,4,52
tanh,13,0.002239974,0.002476928,4,52
gelu,13,0.001438277,0.001557297,4,52
silu,13,0.002004233,0.002050428,4,52
tanh,14,0.002419612,0.00268413,4,56
gelu,14,0.001171389,0.001255864,4,56
silu,14,0.001197885,0.001291521,4,56
tanh,14,0.002658465,0.002874814,4,56
gelu,14,0.002876537,0.003012095,4,56
silu,14,0.001205976,0.001365173,4,56
tanh,14,0.003602418,0.00375122,4,56
gelu,14,0.001024827,0.00111792,4,56
silu,14,0.000955542,0.001052669,4,56
tanh,14,0.001665539,0.002026906,4,56
gelu,14,0.001057701,0.001245243,4,56
silu,14,0.001558732,0.001921202,4,56
tanh,14,0.003571091,0.004007967,4,56
gelu,14,0.001191649,0.001316699,4,56
silu,14,0.001030233,0.001202676,4,56
tanh,14,0.001692532,0.001825518,4,56
gelu,14,0.001217598,0.001436959,4,56
silu,14,0.001737854,0.001859631,4,56
tanh,14,0.002636619,0.002816994,4,56
gelu,14,0.000987011,0.001117535,4,56
silu,14,0.00235099,0.002553571,4,56
tanh,14,0.002517183,0.002763514,4,56
gelu,14,0.001403328,0.001484358,4,56
silu,14,0.001605439,0.001776243,4,56
tanh,14,0.002427053,0.002589158,4,56
gelu,14,0.000997249,0.001081506,4,56
silu,14,0.001104099,0.001212309,4,56
tanh,14,0.002618498,0.002815922,4,56
gelu,14,0.001215157,0.001447333,4,56
silu,14,0.00127032,0.001437715,4,56
tanh,14,0.002921022,0.003117072,4,56
gelu,14,0.00151699,0.00173468,4,56
silu,14,0.003503178,0.003710053,4,56
tanh,14,0.002296497,0.002563011,4,56
gelu,14,0.002492735,0.002496665,4,56
silu,14,0.002402093,0.0024368,4,56
tanh,14,0.003074077,0.003329636,4,56
gelu,14,0.002162078,0.002333479,4,56
silu,14,0.001497013,0.001709627,4,56
tanh,14,0.003109315,0.003339432,4,56
gelu,14,0.001215733,0.001247107,4,56
silu,14,0.001350717,0.001541399,4,56
tanh,14,0.002207782,0.00227276,4,56
gelu,14,0.001401655,0.0016069,4,56
