neuron_type,n,loss,val_loss,Depth,NL Terms
gelu,10,0.002321366,0.002282871,3,30
silu,10,0.000957307,0.001118802,3,30
tanh,10,0.002629851,0.002562282,3,30
gelu,10,0.001913869,0.001879232,3,30
silu,10,0.001996994,0.002048922,3,30
tanh,10,0.003409203,0.003550897,3,30
gelu,10,0.001792275,0.001851294,3,30
silu,10,0.001857606,0.001979329,3,30
tanh,10,0.00322312,0.003062554,3,30
gelu,10,0.001538404,0.001589919,3,30
silu,10,0.00216322,0.002157217,3,30
tanh,10,0.002873126,0.002906815,3,30
gelu,10,0.001615203,0.001687084,3,30
silu,10,0.001572647,0.001567598,3,30
tanh,10,0.003276567,0.003252052,3,30
gelu,10,0.003324578,0.003182346,3,30
silu,10,0.00106426,0.001264837,3,30
tanh,10,0.002961623,0.00293849,3,30
gelu,10,0.001495511,0.001422,3,30
silu,10,0.003117745,0.00298926,3,30
tanh,10,0.00321379,0.00341315,3,30
gelu,10,0.001421383,0.00150002,3,30
silu,10,0.002746628,0.00254682,3,30
tanh,10,0.003236068,0.003175819,3,30
gelu,10,0.002238808,0.002204764,3,30
silu,10,0.002401843,0.002516558,3,30
tanh,10,0.002595793,0.002742717,3,30
gelu,10,0.002323544,0.002200804,3,30
silu,10,0.003288952,0.003174622,3,30
tanh,10,0.002601592,0.002736833,3,30
gelu,10,0.001028508,0.001159524,3,30
silu,10,0.001967671,0.001982505,3,30
tanh,10,0.002871616,0.003162498,3,30
gelu,10,0.001092929,0.00119058,3,30
silu,10,0.001921553,0.001882155,3,30
tanh,10,0.002892937,0.002852789,3,30
gelu,10,0.001266542,0.001325773,3,30
silu,10,0.003201836,0.00305323,3,30
tanh,10,0.00311469,0.003227157,3,30
gelu,10,0.001691704,0.001811502,3,30
silu,10,0.002818765,0.002761334,3,30
tanh,10,0.002211923,0.002091554,3,30
gelu,10,0.001633566,0.001650145,3,30
silu,10,0.00072635,0.000797078,3,30
tanh,10,0.002761612,0.00282466,3,30
gelu,10,0.001516236,0.001719426,3,30
silu,10,0.003495301,0.003559781,3,30
tanh,10,0.002232132,0.002236977,3,30
gelu,10,0.002499726,0.002359222,3,30
silu,10,0.003091132,0.003070107,3,30
tanh,10,0.001915687,0.002043548,3,30
gelu,10,0.001364759,0.001403448,3,30
silu,10,0.001168964,0.001225414,3,30
tanh,10,0.002865892,0.002830878,3,30
gelu,10,0.001078762,0.001129084,3,30
silu,10,0.002445809,0.002492056,3,30
tanh,10,0.002094861,0.002229402,3,30
gelu,10,0.001673143,0.0018477,3,30
silu,10,0.001108126,0.001125414,3,30
tanh,10,0.002352126,0.002472715,3,30
gelu,10,0.002429345,0.002370276,3,30
silu,10,0.001433001,0.001503834,3,30
tanh,10,0.002120604,0.002161098,3,30
gelu,10,0.004134675,0.003865081,3,30
silu,10,0.001909825,0.002011766,3,30
tanh,10,0.002562045,0.002470549,3,30
gelu,10,0.002675794,0.002472162,3,30
silu,10,0.003207339,0.003073669,3,30
tanh,10,0.002605942,0.00265371,3,30
gelu,10,0.001284324,0.001305474,3,30
silu,10,0.002211833,0.002227026,3,30
tanh,10,0.001672794,0.001853241,3,30
gelu,10,0.001282492,0.001508058,3,30
silu,10,0.0020337,0.002034462,3,30
tanh,10,0.002249877,0.002257425,3,30
gelu,10,0.002079646,0.002004114,3,30
silu,10,0.003038791,0.00304127,3,30
tanh,10,0.002563231,0.002538438,3,30
gelu,10,0.001570929,0.001662183,3,30
silu,10,0.003602711,0.003695926,3,30
tanh,10,0.002455729,0.002359744,3,30
gelu,10,0.004484489,0.004037114,3,30
silu,10,0.002404908,0.00230961,3,30
tanh,11,0.002493585,0.002471744,3,33
gelu,11,0.001443563,0.001483027,3,33
silu,11,0.002783158,0.002680947,3,33
tanh,11,0.00266917,0.002785099,3,33
gelu,11,0.003455414,0.003565358,3,33
silu,11,0.002255003,0.002296517,3,33
tanh,11,0.002980449,0.00323409,3,33
gelu,11,0.003105035,0.002840863,3,33
silu,11,0.002036182,0.002021728,3,33
tanh,11,0.002274843,0.002291818,3,33
gelu,11,0.002451555,0.0024679,3,33
silu,11,0.003298921,0.00301286,3,33
tanh,11,0.002296547,0.002261338,3,33
gelu,11,0.001515704,0.001650748,3,33
silu,11,0.002615173,0.002486294,3,33
tanh,11,0.002586028,0.002694266,3,33
gelu,11,0.002609786,0.002572502,3,33
silu,11,0.00235004,0.002376862,3,33
tanh,11,0.002202919,0.002296595,3,33
gelu,11,0.005106603,0.005260199,3,33
silu,11,0.003318639,0.003360973,3,33
tanh,11,0.0035789,0.003607918,3,33
gelu,11,0.001262423,0.001258208,3,33
silu,11,0.00187649,0.001933472,3,33
tanh,11,0.002952082,0.002928054,3,33
gelu,11,0.002329914,0.002239297,3,33
silu,11,0.001850412,0.0018265,3,33
tanh,11,0.002486353,0.002596301,3,33
gelu,11,0.001076643,0.001137468,3,33
silu,11,0.003918239,0.004142588,3,33
tanh,11,0.00262074,0.002681183,3,33
gelu,11,0.001923539,0.00197854,3,33
silu,11,0.001806905,0.001784746,3,33
tanh,11,0.001418808,0.001599838,3,33
gelu,11,0.002676172,0.002536502,3,33
silu,11,0.002551019,0.002638631,3,33
tanh,11,0.002156422,0.002217405,3,33
gelu,11,0.004275479,0.004483305,3,33
silu,11,0.00263916,0.002661765,3,33
tanh,11,0.001624764,0.001783194,3,33
gelu,11,0.001977154,0.001957839,3,33
silu,11,0.002479666,0.002566924,3,33
tanh,11,0.002392402,0.002603813,3,33
gelu,11,0.001673177,0.001741042,3,33
silu,11,0.00273397,0.002726292,3,33
tanh,11,0.00331309,0.003171796,3,33
gelu,11,0.00139845,0.001537112,3,33
silu,11,0.0037098,0.003521642,3,33
tanh,11,0.003254757,0.003361383,3,33
gelu,11,0.001025581,0.001060126,3,33
silu,11,0.001492662,0.00163002,3,33
tanh,11,0.003703337,0.003940964,3,33
gelu,11,0.002272619,0.002249096,3,33
silu,11,0.003128668,0.003113691,3,33
tanh,11,0.002780297,0.00284728,3,33
gelu,11,0.001233159,0.001381766,3,33
silu,11,0.00319027,0.003177199,3,33
tanh,11,0.00242375,0.002415168,3,33
gelu,11,0.001607294,0.001750919,3,33
silu,11,0.001930527,0.001875894,3,33
tanh,11,0.001958081,0.00208605,3,33
gelu,11,0.002224714,0.002189875,3,33
silu,11,0.003372196,0.003118078,3,33
tanh,11,0.002450129,0.002539977,3,33
gelu,11,0.002082404,0.002047286,3,33
silu,11,0.002447611,0.002413157,3,33
tanh,11,0.002961019,0.003079761,3,33
gelu,11,0.002774302,0.002783383,3,33
silu,11,0.003270006,0.003256846,3,33
tanh,11,0.00362365,0.003961244,3,33
gelu,11,0.002098949,0.002136598,3,33
silu,11,0.002347895,0.00234105,3,33
tanh,11,0.002952608,0.003012686,3,33
gelu,11,0.001802317,0.001743816,3,33
silu,11,0.004279122,0.004322223,3,33
tanh,11,0.002594651,0.002569159,3,33
gelu,11,0.001406741,0.001311723,3,33
silu,11,0.001963831,0.002077631,3,33
tanh,11,0.00283748,0.002938995,3,33
gelu,11,0.001644476,0.001718249,3,33
silu,11,0.003022312,0.002842528,3,33
tanh,11,0.001553259,0.001668382,3,33
gelu,11,0.000792863,0.000929714,3,33
silu,11,0.002123053,0.002083735,3,33
tanh,11,0.004253162,0.004230286,3,33
gelu,11,0.001703672,0.001769987,3,33
silu,11,0.002428074,0.002327602,3,33
tanh,11,0.002683009,0.002775284,3,33
gelu,11,0.001707632,0.00166253,3,33
silu,11,0.001280993,0.001335912,3,33
tanh,11,0.002848362,0.002954947,3,33
gelu,11,0.001044153,0.001154779,3,33
silu,11,0.010477373,0.010572315,3,33
tanh,11,0.001724816,0.001862902,3,33
gelu,11,0.001339304,0.001389629,3,33
silu,11,0.002686405,0.002580204,3,33
tanh,11,0.003134312,0.003234635,3,33
gelu,11,0.000942552,0.000932683,3,33
silu,11,0.001655907,0.00167857,3,33
tanh,11,0.002043865,0.002035187,3,33
gelu,11,0.002747115,0.002675772,3,33
silu,11,0.002436822,0.002359255,3,33
tanh,11,0.001918677,0.001944323,3,33
gelu,11,0.001402952,0.001366665,3,33
silu,11,0.001773187,0.001812494,3,33
tanh,11,0.002513292,0.002778317,3,33
gelu,11,0.001682294,0.001664044,3,33
silu,11,0.001834978,0.002078235,3,33
tanh,11,0.001729622,0.001864665,3,33
gelu,11,0.001160207,0.00121839,3,33
silu,11,0.002040724,0.001901283,3,33
tanh,11,0.002798405,0.0027456,3,33
gelu,11,0.001877273,0.001958599,3,33
silu,11,0.002194082,0.002312617,3,33
tanh,11,0.002533811,0.00260862,3,33
gelu,11,0.002075224,0.002143165,3,33
silu,11,0.003505225,0.003375742,3,33
tanh,11,0.002621039,0.002633058,3,33
gelu,11,0.002069137,0.002134835,3,33
silu,11,0.001400517,0.001544872,3,33
tanh,12,0.00223267,0.002169928,3,36
gelu,12,0.003307774,0.003330062,3,36
silu,12,0.000982914,0.00107127,3,36
tanh,12,0.002515547,0.002532071,3,36
gelu,12,0.001540081,0.0015994,3,36
silu,12,0.001653192,0.001689985,3,36
tanh,12,0.002107974,0.002282468,3,36
gelu,12,0.001445979,0.001539478,3,36
silu,12,0.001390248,0.001362926,3,36
tanh,12,0.003102836,0.003173625,3,36
gelu,12,0.001765229,0.001853182,3,36
silu,12,0.001891509,0.00187275,3,36
tanh,12,0.002617456,0.002610679,3,36
gelu,12,0.002063713,0.002023165,3,36
silu,12,0.001609737,0.001595399,3,36
tanh,12,0.001585163,0.001730161,3,36
gelu,12,0.003070748,0.002764201,3,36
silu,12,0.002394984,0.002354245,3,36
tanh,12,0.002906625,0.002746219,3,36
gelu,12,0.001033319,0.001141006,3,36
silu,12,0.002474832,0.002792055,3,36
tanh,12,0.001977021,0.00197717,3,36
gelu,12,0.000856196,0.001005206,3,36
silu,12,0.001864481,0.001909042,3,36
tanh,12,0.002950779,0.002865232,3,36
gelu,12,0.001179724,0.00128833,3,36
silu,12,0.002512241,0.002589465,3,36
tanh,12,0.002523909,0.00251836,3,36
gelu,12,0.001407271,0.001523201,3,36
silu,12,0.001970112,0.002045427,3,36
tanh,12,0.001771803,0.001794166,3,36
gelu,12,0.001545933,0.001579823,3,36
silu,12,0.00228225,0.002124493,3,36
tanh,12,0.003556187,0.003640845,3,36
gelu,12,0.00221933,0.002283758,3,36
silu,12,0.00180968,0.001940282,3,36
tanh,12,0.002173827,0.00227958,3,36
gelu,12,0.002661648,0.00286889,3,36
silu,12,0.003634611,0.003463059,3,36
tanh,12,0.001850938,0.001951925,3,36
gelu,12,0.001602588,0.00160648,3,36
silu,12,0.003196365,0.003158677,3,36
tanh,12,0.002825445,0.002836424,3,36
gelu,12,0.002325065,0.002505251,3,36
silu,12,0.00113289,0.001223146,3,36
tanh,12,0.00335269,0.003228828,3,36
gelu,12,0.001656492,0.001733921,3,36
silu,12,0.002466473,0.002453964,3,36
tanh,12,0.002473775,0.00250833,3,36
gelu,12,0.002432619,0.002624815,3,36
silu,12,0.001442874,0.001479581,3,36
tanh,12,0.002542597,0.002759724,3,36
gelu,12,0.002599356,0.002725516,3,36
silu,12,0.003621933,0.003436734,3,36
tanh,12,0.003309858,0.003378998,3,36
gelu,12,0.001286577,0.001329072,3,36
silu,12,0.002808646,0.002775657,3,36
tanh,12,0.002866565,0.003011221,3,36
gelu,12,0.002926639,0.002744781,3,36
silu,12,0.001307791,0.001473784,3,36
tanh,12,0.003257277,0.003263828,3,36
gelu,12,0.002524163,0.002506157,3,36
silu,12,0.001833135,0.001898405,3,36
tanh,12,0.003533988,0.003496268,3,36
gelu,12,0.002015789,0.00213107,3,36
silu,12,0.003285113,0.003237376,3,36
tanh,12,0.003224058,0.003560427,3,36
gelu,12,0.002538497,0.00247401,3,36
silu,12,0.00274903,0.00263569,3,36
tanh,12,0.002712474,0.002740253,3,36
gelu,12,0.001556288,0.0015167,3,36
silu,12,0.001153196,0.001196444,3,36
tanh,12,0.002611195,0.002655143,3,36
gelu,12,0.001878883,0.001986755,3,36
silu,12,0.001371474,0.001374286,3,36
tanh,12,0.002528672,0.002724501,3,36
gelu,12,0.003254622,0.003151522,3,36
silu,12,0.00132146,0.001344288,3,36
tanh,12,0.002524031,0.002629915,3,36
gelu,12,0.001576359,0.001628419,3,36
silu,12,0.002342185,0.002266942,3,36
tanh,12,0.003185236,0.003138586,3,36
gelu,12,0.001265441,0.001346337,3,36
silu,12,0.001710364,0.001686953,3,36
tanh,12,0.002050427,0.002084281,3,36
gelu,12,0.002595223,0.002612617,3,36
silu,12,0.001647895,0.001621149,3,36
tanh,12,0.001921698,0.001910689,3,36
gelu,12,0.002155688,0.002093574,3,36
silu,12,0.002593855,0.002661695,3,36
tanh,12,0.002866683,0.002985285,3,36
gelu,12,0.001132711,0.001261491,3,36
silu,12,0.002498792,0.002539885,3,36
tanh,12,0.002445987,0.002538405,3,36
gelu,12,0.003685897,0.003402832,3,36
silu,12,0.002960788,0.002985635,3,36
tanh,12,0.002432806,0.002546438,3,36
gelu,12,0.001789292,0.001769068,3,36
silu,12,0.001549009,0.001652986,3,36
tanh,12,0.002470089,0.002489678,3,36
gelu,12,0.001185013,0.001341868,3,36
silu,12,0.001259219,0.001316617,3,36
tanh,12,0.002414847,0.002701394,3,36
gelu,12,0.002057718,0.002038161,3,36
silu,12,0.001575133,0.001576461,3,36
tanh,12,0.00382134,0.003686499,3,36
gelu,12,0.002210055,0.002212068,3,36
silu,12,0.002032279,0.002203305,3,36
tanh,12,0.003278829,0.003181528,3,36
gelu,12,0.001028322,0.001121722,3,36
silu,12,0.001146403,0.001263251,3,36
tanh,12,0.002852444,0.002956844,3,36
gelu,12,0.001186113,0.001243236,3,36
silu,12,0.001929627,0.00188795,3,36
tanh,12,0.002867303,0.003072229,3,36
gelu,12,0.003196303,0.003382384,3,36
silu,12,0.0025883,0.002617458,3,36
tanh,12,0.002315046,0.002260958,3,36
gelu,12,0.001397642,0.001357484,3,36
silu,12,0.002481931,0.002419034,3,36
tanh,13,0.00256759,0.002581829,3,39
gelu,13,0.001150502,0.001248563,3,39
silu,13,0.001200156,0.001245523,3,39
tanh,13,0.00222046,0.002376185,3,39
gelu,13,0.001797425,0.001885929,3,39
silu,13,0.002025054,0.002146783,3,39
tanh,13,0.002981551,0.003172604,3,39
gelu,13,0.001309316,0.001418765,3,39
silu,13,0.002069658,0.002073712,3,39
tanh,13,0.002379975,0.002476178,3,39
gelu,13,0.003059774,0.003176409,3,39
silu,13,0.003313811,0.00315065,3,39
tanh,13,0.003127324,0.002991583,3,39
gelu,13,0.002410649,0.002236016,3,39
silu,13,0.002228483,0.002143584,3,39
tanh,13,0.002773429,0.002797457,3,39
gelu,13,0.001844618,0.001874257,3,39
silu,13,0.001628814,0.001794744,3,39
tanh,13,0.002180064,0.002401741,3,39
gelu,13,0.00181634,0.001678382,3,39
silu,13,0.001599907,0.001753319,3,39
tanh,13,0.002494978,0.00262085,3,39
gelu,13,0.001118268,0.00136338,3,39
silu,13,0.002027448,0.00208595,3,39
tanh,13,0.00280513,0.002867911,3,39
gelu,13,0.003212328,0.002972846,3,39
silu,13,0.004030184,0.00356105,3,39
tanh,13,0.002569478,0.002658095,3,39
gelu,13,0.001187552,0.001342613,3,39
silu,13,0.002820663,0.002904049,3,39
tanh,13,0.001953742,0.001973795,3,39
gelu,13,0.002461097,0.002327136,3,39
silu,13,0.002152313,0.002133594,3,39
tanh,13,0.002551049,0.002774733,3,39
gelu,13,0.001018023,0.001094028,3,39
silu,13,0.00189052,0.001966386,3,39
tanh,13,0.003649221,0.003567067,3,39
gelu,13,0.001561391,0.00150693,3,39
silu,13,0.002686116,0.002578303,3,39
tanh,13,0.002664238,0.002765186,3,39
gelu,13,0.001306235,0.001431499,3,39
silu,13,0.001476754,0.001603258,3,39
tanh,13,0.002744763,0.002803199,3,39
gelu,13,0.001505084,0.001577736,3,39
silu,13,0.00207084,0.001931825,3,39
tanh,13,0.002011016,0.002031263,3,39
gelu,13,0.001384825,0.001507341,3,39
silu,13,0.002475365,0.002560873,3,39
tanh,13,0.00242692,0.002222454,3,39
gelu,13,0.003124916,0.003076955,3,39
silu,13,0.002345641,0.002275426,3,39
tanh,13,0.001984754,0.002076621,3,39
gelu,13,0.001159143,0.001270591,3,39
silu,13,0.001248128,0.001324243,3,39
tanh,13,0.002984237,0.003042734,3,39
gelu,13,0.002415396,0.002390599,3,39
silu,13,0.002374922,0.00239829,3,39
tanh,13,0.002766729,0.002778435,3,39
gelu,13,0.001965378,0.00220519,3,39
silu,13,0.002458484,0.002433045,3,39
tanh,13,0.002665405,0.002756427,3,39
gelu,13,0.001188669,0.001267204,3,39
silu,13,0.00179994,0.001898722,3,39
tanh,13,0.002245576,0.0023458,3,39
gelu,13,0.002276049,0.002154465,3,39
silu,13,0.002382268,0.002468669,3,39
tanh,13,0.002799691,0.002667031,3,39
gelu,13,0.002593365,0.002857314,3,39
silu,13,0.002783038,0.002676076,3,39
tanh,13,0.002703011,0.002645061,3,39
gelu,13,0.001174966,0.001285438,3,39
silu,13,0.003227876,0.003026081,3,39
tanh,13,0.002560719,0.002617097,3,39
gelu,13,0.000999459,0.001159617,3,39
silu,13,0.002814929,0.002752241,3,39
tanh,13,0.002912037,0.002878883,3,39
gelu,13,0.001223065,0.001328594,3,39
silu,13,0.002268584,0.002350379,3,39
tanh,13,0.002260941,0.002230761,3,39
gelu,13,0.002341846,0.002251976,3,39
silu,13,0.002121585,0.002334161,3,39
tanh,13,0.002794986,0.002819817,3,39
gelu,13,0.003374034,0.003198233,3,39
silu,13,0.001354409,0.001412395,3,39
tanh,13,0.002478193,0.002583441,3,39
gelu,13,0.000797847,0.000877392,3,39
silu,13,0.00117045,0.001333937,3,39
tanh,13,0.001672708,0.001870813,3,39
gelu,13,0.001868194,0.001829882,3,39
silu,13,0.002630329,0.002702533,3,39
tanh,13,0.002404046,0.002418115,3,39
gelu,13,0.001534597,0.001621683,3,39
silu,13,0.002888641,0.002829012,3,39
tanh,13,0.001395426,0.001467096,3,39
gelu,13,0.002135289,0.002198609,3,39
silu,13,0.003510743,0.00342965,3,39
tanh,13,0.002877259,0.003041806,3,39
gelu,13,0.001462944,0.001461537,3,39
silu,13,0.001621847,0.001710861,3,39
tanh,13,0.002112678,0.002104932,3,39
gelu,13,0.004465753,0.004473382,3,39
silu,13,0.002349228,0.00231621,3,39
tanh,13,0.003016085,0.002832719,3,39
gelu,13,0.002901782,0.002876659,3,39
silu,13,0.00462264,0.004784422,3,39
tanh,13,0.002379986,0.002562087,3,39
gelu,13,0.00150495,0.00148692,3,39
silu,13,0.003618455,0.003469215,3,39
tanh,13,0.002852329,0.003015709,3,39
gelu,13,0.001384562,0.001445842,3,39
silu,13,0.000869232,0.000965399,3,39
tanh,13,0.002672419,0.00289044,3,39
gelu,13,0.001662854,0.001698914,3,39
silu,13,0.001657329,0.001619954,3,39
tanh,13,0.002127639,0.002176378,3,39
gelu,13,0.002124264,0.002299537,3,39
silu,13,0.001772252,0.001869724,3,39
tanh,13,0.003232286,0.003111461,3,39
gelu,13,0.001315027,0.001417596,3,39
silu,13,0.002705758,0.002647476,3,39
tanh,14,0.003121895,0.003133267,3,42
gelu,14,0.002078163,0.002075665,3,42
silu,14,0.001149263,0.001272272,3,42
tanh,14,0.002429796,0.002542061,3,42
gelu,14,0.001317252,0.001434457,3,42
silu,14,0.002613476,0.002630611,3,42
tanh,14,0.002517703,0.002885495,3,42
gelu,14,0.00133871,0.001462701,3,42
silu,14,0.002680318,0.002683155,3,42
tanh,14,0.002078952,0.002189152,3,42
gelu,14,0.002591181,0.002605886,3,42
silu,14,0.001334698,0.001467502,3,42
tanh,14,0.002754536,0.002918661,3,42
gelu,14,0.002277302,0.002133685,3,42
silu,14,0.001315754,0.001313276,3,42
tanh,14,0.003287309,0.003183255,3,42
gelu,14,0.000988474,0.001084651,3,42
silu,14,0.001384774,0.001403726,3,42
tanh,14,0.002872337,0.002819068,3,42
gelu,14,0.001302116,0.00148288,3,42
silu,14,0.001586009,0.00161037,3,42
tanh,14,0.00277318,0.002800075,3,42
gelu,14,0.001431057,0.001385335,3,42
silu,14,0.001627301,0.001696407,3,42
tanh,14,0.002391386,0.002483526,3,42
gelu,14,0.002219862,0.002124429,3,42
silu,14,0.002073171,0.00224483,3,42
tanh,14,0.002483353,0.002414666,3,42
gelu,14,0.002267227,0.002240957,3,42
silu,14,0.003300618,0.003073313,3,42
tanh,14,0.00219774,0.002390273,3,42
gelu,14,0.002967828,0.002862937,3,42
silu,14,0.002449156,0.002446235,3,42
tanh,14,0.001667147,0.001729076,3,42
gelu,14,0.002529304,0.002589213,3,42
silu,14,0.001379781,0.00152965,3,42
tanh,14,0.002425046,0.002577636,3,42
gelu,14,0.001504844,0.001520445,3,42
silu,14,0.001684198,0.001655321,3,42
tanh,14,0.002506609,0.002723213,3,42
gelu,14,0.001040481,0.001038559,3,42
silu,14,0.001244316,0.00120781,3,42
tanh,14,0.003146755,0.003102482,3,42
gelu,14,0.00204242,0.002127923,3,42
silu,14,0.001240706,0.0012982,3,42
tanh,14,0.00312459,0.003246434,3,42
gelu,14,0.003293803,0.003302079,3,42
silu,14,0.002123036,0.002062151,3,42
tanh,14,0.003030161,0.003089401,3,42
gelu,14,0.001685279,0.001757838,3,42
silu,14,0.003237305,0.002942475,3,42
tanh,14,0.003137815,0.003198301,3,42
gelu,14,0.001942497,0.002095961,3,42
silu,14,0.00201006,0.00205723,3,42
tanh,14,0.002139965,0.002231175,3,42
gelu,14,0.001159927,0.001217445,3,42
silu,14,0.002541157,0.002447562,3,42
tanh,14,0.002091251,0.002147192,3,42
gelu,14,0.00088849,0.00105433,3,42
silu,14,0.001496015,0.001599251,3,42
tanh,14,0.003219373,0.003087452,3,42
gelu,14,0.001984969,0.002159876,3,42
silu,14,0.003121415,0.003035863,3,42
tanh,14,0.001930999,0.001923462,3,42
gelu,14,0.00313797,0.002886579,3,42
silu,14,0.002007667,0.002202845,3,42
tanh,14,0.002464036,0.002600475,3,42
gelu,14,0.001612599,0.001717233,3,42
silu,14,0.001111524,0.001261183,3,42
tanh,14,0.003086722,0.003154999,3,42
gelu,14,0.001259133,0.001348875,3,42
silu,14,0.002404678,0.002381232,3,42
tanh,14,0.00263134,0.002530506,3,42
gelu,14,0.00150289,0.00158083,3,42
silu,14,0.001889082,0.002020162,3,42
tanh,14,0.00250648,0.002552607,3,42
gelu,14,0.00209645,0.002065785,3,42
silu,14,0.001938977,0.002012762,3,42
tanh,14,0.002829767,0.002750473,3,42
gelu,14,0.002375317,0.002478711,3,42
silu,14,0.001847418,0.00187627,3,42
tanh,14,0.002352944,0.002300619,3,42
gelu,14,0.001278281,0.001387461,3,42
silu,14,0.002276767,0.002301435,3,42
tanh,14,0.002243344,0.00224163,3,42
gelu,14,0.001581169,0.001588152,3,42
silu,14,0.002876627,0.002709,3,42
tanh,14,0.003640884,0.003862405,3,42
gelu,14,0.000825191,0.000846953,3,42
silu,14,0.00227433,0.002333796,3,42
tanh,14,0.002957207,0.003047368,3,42
gelu,14,0.001225907,0.001234325,3,42
silu,14,0.001782547,0.001793229,3,42
tanh,14,0.003342343,0.003527942,3,42
gelu,14,0.001737728,0.001749758,3,42
silu,14,0.00297279,0.002819351,3,42
tanh,14,0.001947929,0.002003419,3,42
gelu,14,0.001432915,0.001644734,3,42
silu,14,0.002688356,0.002567837,3,42
tanh,14,0.002859397,0.0031336,3,42
gelu,14,0.003710966,0.003204659,3,42
silu,14,0.001320252,0.001399667,3,42
tanh,14,0.002635515,0.002622158,3,42
gelu,14,0.001250676,0.001421392,3,42
silu,14,0.001999459,0.001982697,3,42
tanh,14,0.002220337,0.002402049,3,42
gelu,14,0.002184322,0.002271358,3,42
silu,14,0.003139932,0.003224262,3,42
tanh,14,0.002113752,0.002094003,3,42
gelu,14,0.001098695,0.001192546,3,42
silu,14,0.002697823,0.002714045,3,42
tanh,14,0.002983476,0.002973812,3,42
gelu,14,0.002415584,0.002426264,3,42
silu,14,0.001958387,0.002061914,3,42
tanh,14,0.002693637,0.002904298,3,42
gelu,14,0.001328563,0.001308117,3,42
silu,14,0.003135213,0.003146083,3,42
tanh,14,0.003065662,0.003437872,3,42
gelu,14,0.003524245,0.003304849,3,42
silu,14,0.001190897,0.00129961,3,42
tanh,15,0.002602315,0.002613678,3,45
gelu,15,0.001445547,0.001561355,3,45
silu,15,0.002113185,0.002134323,3,45
tanh,15,0.001831595,0.0019148,3,45
gelu,15,0.001001969,0.001084614,3,45
silu,15,0.002198645,0.002318455,3,45
tanh,15,0.00286883,0.003070984,3,45
gelu,15,0.001827698,0.001981504,3,45
silu,15,0.002467845,0.002372857,3,45
tanh,15,0.002604183,0.002490785,3,45
gelu,15,0.002337642,0.002296292,3,45
silu,15,0.001330443,0.001413043,3,45
tanh,15,0.003979988,0.004011445,3,45
gelu,15,0.00117934,0.00133985,3,45
silu,15,0.001394043,0.001586233,3,45
tanh,15,0.002430801,0.002507269,3,45
gelu,15,0.001275372,0.001280389,3,45
silu,15,0.002307619,0.002369091,3,45
tanh,15,0.002165068,0.002308706,3,45
gelu,15,0.001368567,0.001440424,3,45
silu,15,0.003195334,0.003165433,3,45
tanh,15,0.003564443,0.003571554,3,45
gelu,15,0.004362818,0.004288244,3,45
silu,15,0.002994952,0.003101472,3,45
tanh,15,0.002509786,0.00264616,3,45
gelu,15,0.001070396,0.001179824,3,45
silu,15,0.003607846,0.00355097,3,45
tanh,15,0.002641255,0.002711726,3,45
gelu,15,0.001774205,0.001857303,3,45
silu,15,0.001590075,0.001608283,3,45
tanh,15,0.003048232,0.003066345,3,45
gelu,15,0.001339664,0.001304009,3,45
silu,15,0.003271578,0.003127585,3,45
tanh,15,0.002067035,0.00226673,3,45
gelu,15,0.001917494,0.001804311,3,45
silu,15,0.002132308,0.002150506,3,45
tanh,15,0.002562715,0.002493978,3,45
gelu,15,0.002461948,0.002469629,3,45
silu,15,0.002638525,0.002921322,3,45
tanh,15,0.002558893,0.002685167,3,45
gelu,15,0.001280021,0.001456346,3,45
silu,15,0.001405692,0.001542403,3,45
tanh,15,0.00286391,0.00296655,3,45
gelu,15,0.002204505,0.002229738,3,45
silu,15,0.001130924,0.001212861,3,45
tanh,15,0.002706431,0.002567727,3,45
gelu,15,0.001265803,0.001411848,3,45
silu,15,0.001703675,0.001733461,3,45
tanh,15,0.002076085,0.002148608,3,45
gelu,15,0.001933978,0.001788321,3,45
silu,15,0.003123196,0.003079821,3,45
tanh,15,0.002864528,0.002954033,3,45
gelu,15,0.001261518,0.001386925,3,45
silu,15,0.002767434,0.002692983,3,45
tanh,15,0.00302037,0.003217268,3,45
gelu,15,0.001291548,0.001368608,3,45
silu,15,0.002566266,0.002489262,3,45
tanh,15,0.002948742,0.003259484,3,45
gelu,15,0.001670776,0.00168574,3,45
silu,15,0.001857719,0.001816428,3,45
tanh,15,0.004130412,0.004078451,3,45
gelu,15,0.001299138,0.001415106,3,45
silu,15,0.001997219,0.002007234,3,45
tanh,15,0.002262217,0.002408235,3,45
gelu,15,0.001368058,0.001386836,3,45
silu,15,0.002654589,0.002557874,3,45
tanh,15,0.002888662,0.002841473,3,45
gelu,15,0.00237105,0.002326607,3,45
silu,15,0.001444302,0.001541366,3,45
tanh,15,0.003192538,0.003348187,3,45
gelu,15,0.001798998,0.001707681,3,45
silu,15,0.002118031,0.002164667,3,45
tanh,15,0.002471887,0.00250804,3,45
gelu,15,0.002999362,0.003239306,3,45
silu,15,0.000979097,0.001028021,3,45
tanh,15,0.002401447,0.00239954,3,45
gelu,15,0.000917254,0.000949801,3,45
silu,15,0.001516808,0.001528886,3,45
tanh,15,0.003087889,0.003353982,3,45
gelu,15,0.001128224,0.001289667,3,45
silu,15,0.003647963,0.003332985,3,45
tanh,15,0.00202638,0.002236417,3,45
