,neuron_type,n,loss,val_loss
0,tanh,21,0.003242657519876957,0.003596541006118059
1,gelu,21,0.003114274935796857,0.0033417772501707077
2,silu,21,0.002574159763753414,0.0024967158678919077
3,tanh,21,0.003329554805532098,0.003329021390527487
4,gelu,21,0.0029394205193966627,0.0032971850596368313
5,silu,21,0.002704761689528823,0.0028924518264830112
6,tanh,21,0.003034862456843257,0.0029437090270221233
7,gelu,21,0.001690167235210538,0.0019402431789785624
8,silu,21,0.0031909567769616842,0.003328107763081789
9,tanh,21,0.003631879575550556,0.0038047239650040865
10,gelu,21,0.0030852521304041147,0.0032661810982972383
11,silu,21,0.0030534062534570694,0.003199436701834202
12,tanh,21,0.003648406593129039,0.003849606728181243
13,gelu,21,0.003818860976025462,0.004287727177143097
14,silu,21,0.0038470751605927944,0.0038747398648411036
15,tanh,21,0.0030920065473765135,0.003075686749070883
16,gelu,21,0.0036910928320139647,0.004110665991902351
17,silu,21,0.0030052103102207184,0.0031290301121771336
18,tanh,21,0.0033181896433234215,0.0033355094492435455
19,gelu,21,0.002341802464798093,0.0026911019813269377
20,silu,21,0.003260861150920391,0.003581385826691985
21,tanh,21,0.003562720725312829,0.0035092090256512165
22,gelu,21,0.0039469096809625626,0.004069923423230648
23,silu,21,0.002985364990308881,0.0030245829839259386
24,tanh,21,0.0032229714561253786,0.003278648015111685
25,gelu,21,0.00305213057436049,0.0032285191118717194
26,silu,21,0.003063748823478818,0.00323396734893322
27,tanh,21,0.0034150928258895874,0.003419846761971712
28,gelu,21,0.003272484755143523,0.003737526712939143
29,silu,21,0.0034857073333114386,0.003852082183584571
30,tanh,21,0.0030761759262531996,0.003217794233933091
31,gelu,21,0.0034896170254796743,0.0037968687247484922
32,silu,21,0.0034954254515469074,0.0038042340893298388
33,tanh,21,0.0034650135785341263,0.003464766312390566
34,gelu,21,0.00398639589548111,0.00414656288921833
35,silu,21,0.003363861935213208,0.003664488671347499
36,tanh,21,0.0034405190963298082,0.0037010773085057735
37,gelu,21,0.0035122509580105543,0.003448351752012968
38,silu,21,0.0032204859890043736,0.0032777278684079647
39,tanh,21,0.004014309030026197,0.004206751473248005
40,gelu,21,0.002764143981039524,0.0027471715584397316
41,silu,21,0.0030433000065386295,0.0031547872349619865
42,tanh,21,0.003493018914014101,0.003618916729465127
43,gelu,21,0.002882704371586442,0.0028589435387402773
44,silu,21,0.0029820792842656374,0.0031705789733678102
45,tanh,21,0.003216438926756382,0.003373902989551425
46,gelu,21,0.003511362010613084,0.0035507092252373695
47,silu,21,0.0033920793794095516,0.0036031673662364483
48,tanh,21,0.003212211886420846,0.003171097720041871
49,gelu,21,0.0029655909165740013,0.0030803768895566463
50,silu,21,0.0033022984862327576,0.0033330670557916164
51,tanh,21,0.0031557290349155664,0.0032216468825936317
52,gelu,21,0.0034056585282087326,0.003657067660242319
53,silu,21,0.0032601808197796345,0.0034597741905599833
54,tanh,21,0.003082290757447481,0.0031261825934052467
55,gelu,21,0.003571247449144721,0.004243372939527035
56,silu,21,0.0031025216449052095,0.003441918408498168
57,tanh,21,0.003218670841306448,0.003266547806560993
58,gelu,21,0.0032032961025834084,0.003318601753562689
59,silu,21,0.003156824503093958,0.0032506573479622602
60,tanh,21,0.003233526134863496,0.0034867078065872192
61,gelu,21,0.0020179268904030323,0.002129949629306793
62,silu,21,0.0028467269148677588,0.0028760461136698723
63,tanh,21,0.0032624048180878162,0.003461697371676564
64,gelu,21,0.0031578324269503355,0.00331749115139246
65,silu,21,0.0036766070406883955,0.003922668285667896
66,tanh,21,0.003423140849918127,0.0035039042122662067
67,gelu,21,0.002831318648532033,0.002956066280603409
68,silu,21,0.0031003819312900305,0.003230388043448329
69,tanh,21,0.004246582742780447,0.004365055821835995
70,gelu,21,0.0035454060416668653,0.0037654167972505093
71,silu,21,0.0039634061977267265,0.003946875687688589
72,tanh,21,0.0034270137548446655,0.003729302668944001
73,gelu,21,0.002649992238730192,0.002827306045219302
74,silu,21,0.003278876654803753,0.0031920450273901224
75,tanh,21,0.0032797623425722122,0.003337015165016055
76,gelu,21,0.0030241652857512236,0.003222720231860876
77,silu,21,0.002850716467946768,0.0031326303724199533
78,tanh,21,0.003064161166548729,0.0031679191160947084
79,gelu,21,0.003058479167521,0.003332378575578332
80,silu,21,0.00350586068816483,0.0038635944947600365
81,tanh,21,0.002995707793161273,0.003146885894238949
82,gelu,21,0.004200296010822058,0.004273079801350832
83,silu,21,0.0035977018997073174,0.0037096161395311356
84,tanh,21,0.003151154378429055,0.0032454393804073334
85,gelu,21,0.002739975228905678,0.0027847164310514927
86,silu,21,0.003520043333992362,0.004063424654304981
87,tanh,21,0.0032704754266887903,0.0033624025527387857
88,gelu,21,0.003235218580812216,0.003206968307495117
89,silu,21,0.0030339458025991917,0.0032465581316500902
90,tanh,21,0.0033118121791630983,0.003297927090898156
91,gelu,21,0.00366801954805851,0.0037299315445125103
92,silu,21,0.003138481406494975,0.0033236045856028795
93,tanh,21,0.003527627559378743,0.003757805097848177
94,gelu,21,0.0034095156006515026,0.003640698967501521
95,silu,21,0.003060028189793229,0.0034164965618401766
96,tanh,21,0.0034003974869847298,0.00372047396376729
97,gelu,21,0.003825491527095437,0.003901137737557292
98,silu,21,0.0029301783069968224,0.002877310384064913
99,tanh,21,0.0035970453172922134,0.003832269925624132
100,gelu,21,0.003205247223377228,0.0032424284145236015
101,silu,21,0.0033664251677691936,0.00348474457859993
102,tanh,21,0.0032915836200118065,0.0035472570452839136
103,gelu,21,0.0031547066755592823,0.003183182794600725
