,neuron_type,n,loss,val_loss
0,tanh,2,0.010101533494889736,0.009828022681176662
1,gelu,2,0.010479364544153214,0.009726445190608501
2,silu,2,0.011989940889179707,0.011735374107956886
3,tanh,2,0.03929296135902405,0.03749765828251839
4,gelu,2,0.01048374641686678,0.010093762539327145
5,silu,2,0.03953205421566963,0.0376020148396492
6,tanh,2,0.010206911712884903,0.009720394387841225
7,gelu,2,0.011033455841243267,0.010486986488103867
8,silu,2,0.038428857922554016,0.03666725009679794
9,tanh,2,0.010869632475078106,0.010516362264752388
10,gelu,2,0.010253489017486572,0.009940353222191334
11,silu,2,0.01034736167639494,0.009972586296498775
12,tanh,2,0.010943330824375153,0.010460161603987217
13,gelu,2,0.01064891554415226,0.010293507017195225
14,silu,2,0.03935551270842552,0.03739415481686592
15,tanh,2,0.0029850818682461977,0.002863737288862467
16,gelu,2,0.010323247872292995,0.010373593308031559
17,silu,2,0.009385209530591965,0.00888549629598856
18,tanh,2,0.010663281194865704,0.010079797357320786
19,gelu,2,0.010438685305416584,0.009788868017494678
20,silu,2,0.0033727972768247128,0.003173107048496604
21,tanh,2,0.03931658715009689,0.03741449862718582
22,gelu,2,0.010936468839645386,0.010819478891789913
23,silu,2,0.009937092661857605,0.009502720087766647
24,tanh,2,0.03902121260762215,0.037009913474321365
25,gelu,2,0.011904510669410229,0.011838382109999657
26,silu,2,0.010856430977582932,0.010699284262955189
27,tanh,2,0.0034532733261585236,0.003333663335070014
28,gelu,2,0.010828272439539433,0.010353116318583488
29,silu,2,0.010061805136501789,0.009459875524044037
30,tanh,2,0.039535555988550186,0.03763185441493988
31,gelu,2,0.01094602420926094,0.010313699021935463
32,silu,2,0.010081680491566658,0.009796581231057644
33,tanh,2,0.009430528618395329,0.008864512667059898
34,gelu,2,0.039247751235961914,0.03730875253677368
35,silu,2,0.010487327352166176,0.009652025997638702
36,tanh,2,0.01021402794867754,0.009961342439055443
37,gelu,2,0.01064829807728529,0.01054537482559681
38,silu,2,0.012156330980360508,0.011946597136557102
39,tanh,2,0.03754950687289238,0.03578078746795654
40,gelu,2,0.00974414125084877,0.009262941777706146
41,silu,2,0.03896227478981018,0.03715084120631218
42,tanh,2,0.039649564772844315,0.03729066997766495
43,gelu,2,0.010613784193992615,0.010230199433863163
44,silu,2,0.03921022638678551,0.03717680647969246
45,tanh,2,0.03925576061010361,0.03720196336507797
46,gelu,2,0.0391666442155838,0.037252701818943024
47,silu,2,0.01013229601085186,0.009575746953487396
48,tanh,2,0.03768350929021835,0.035691700875759125
49,gelu,2,0.010343438014388084,0.009695442393422127
50,silu,2,0.010599331930279732,0.009891238994896412
51,tanh,2,0.0030448664911091328,0.0029027259442955256
52,gelu,2,0.010513508692383766,0.0102761872112751
53,silu,2,0.010952584445476532,0.010663739405572414
